@relation 'airquality-weka.filters.unsupervised.attribute.Remove-R1-3,12-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Standardize'

@attribute aqi numeric
@attribute quality numeric
@attribute so2_24h numeric
@attribute no2_24h numeric
@attribute co_24h numeric
@attribute o3_8h_24h numeric
@attribute pm10_24h numeric
@attribute pm2_5_24h numeric

@data
1.441966,3,1.532597,-0.43149,0.767607,2.230971,0.655452,0.392156
0.525722,2,-0.49664,-1.075772,-0.555473,1.320359,-0.756406,-0.424127
0.076583,1,-0.584868,-1.029752,-0.747305,0.856774,-0.785517,-0.651927
0.202342,1,0.209181,-0.615571,-0.634462,0.989227,-0.625409,-0.594977
0.669447,2,0.032726,0.028711,-0.176039,1.469368,-0.130531,-0.177344
1.244345,3,0.209181,0.304832,-0.060376,2.048849,0.073242,0.069439
1.244345,3,0.297409,0.166772,0.170951,2.048849,-0.0432,-0.006494
-0.049176,1,-0.408413,-0.615571,-0.747305,0.707765,-0.901959,-0.84176
-0.282728,1,0.120954,0.857073,-0.095639,0.360076,-0.34886,-0.44311
0.004721,1,-0.143729,0.120751,-0.410188,0.773991,-0.581743,-0.519043
0.076583,1,-0.055502,0.258812,0.502426,0.790548,-0.450746,0.278256
-0.246797,1,-0.408413,-0.29343,-0.200018,0.492529,-0.829182,-0.27226
0.040652,1,-0.231957,0.028711,-0.511746,0.807104,-0.479857,-0.55701
0.507757,2,0.032726,0.166772,-0.015239,1.303802,-0.145086,-0.120394
1.370104,3,-0.320185,-0.017309,-0.325556,2.164745,-0.392525,-0.32921
1.639587,3,0.65032,0.534933,0.430489,2.413094,0.480789,0.866739
1.621622,3,-0.320185,0.120751,0.207625,2.396537,0.146018,1.284372
0.902999,2,-0.320185,-0.20139,0.039772,1.70116,-0.538078,0.506056
0.507757,2,-0.320185,0.028711,-0.122439,1.303802,-0.479857,0.202323
0.579619,2,-0.320185,-0.33945,-0.068839,1.386585,-0.407081,0.600972
0.238273,2,-0.49664,-0.661591,-0.23105,1.038897,-0.814627,-0.310227
0.184376,1,-0.231957,-0.20139,0.125814,0.97267,-0.741851,0.183339
0.166411,1,-0.49664,-0.24741,-0.387619,0.956114,-0.727296,-0.44311
0.489791,2,-0.49664,0.120751,-0.530083,1.287245,-0.581743,-0.538027
1.316207,3,-0.231957,0.442892,-0.274777,2.115075,-0.130531,-0.177344
1.316207,3,0.209181,0.304832,0.376889,2.115075,-0.246973,0.733856
1.334173,3,-0.320185,-0.24741,0.24712,1.89984,-0.785517,1.322339
1.10062,2,-0.408413,-0.24741,-0.633052,1.89984,-0.785517,-0.67091
-0.192901,1,-0.231957,-0.109349,-0.685242,0.558755,-0.669075,-0.689893
1.316207,3,0.032726,0.120751,-0.130902,2.115075,-0.37797,-0.424127
1.837208,3,0.385637,0.074731,0.018614,2.595217,-0.159642,-0.006494
1.855174,3,0.209181,-0.43149,-0.396082,2.611773,-0.174197,-0.044461
1.513828,3,-0.408413,-0.52353,-0.027934,2.297198,-0.887403,-0.044461
2.483969,4,-0.231957,-0.017309,0.499605,1.138236,-0.829182,2.328454
2.286348,4,-0.320185,-0.109349,0.365605,1.783943,-0.770961,2.119638
1.064689,2,-0.320185,-0.155369,0.199162,1.866726,-0.71274,0.885722
1.801277,3,-0.143729,-0.615571,0.135688,1.767387,-0.814627,1.664038
2.124657,4,0.120954,0.028711,0.343036,1.767387,0.000466,1.948788
0.831137,2,0.032726,-0.20139,-0.183092,1.634934,-0.508967,0.676906
-0.139004,1,-0.143729,0.672993,-0.463788,0.608425,-0.436191,-0.538027
0.471825,2,0.032726,0.166772,-0.511746,1.270689,-0.261528,-0.519043
0.471825,2,-0.231957,0.028711,-0.583683,1.270689,-0.34886,-0.481077
-0.085107,1,-0.408413,-0.24741,-0.757179,0.674651,-0.698185,-0.765827
-0.139004,1,-0.408413,0.166772,-0.62741,0.624982,-0.538078,-0.689893
1.226379,3,-0.231957,0.350852,-0.456735,2.032292,-0.37797,-0.50006
1.280276,3,-0.143729,-0.569551,-0.462377,2.081962,0.204239,-0.21531
1.010792,2,-0.408413,-0.33945,-0.435577,1.817057,-0.639964,0.088423
1.567725,3,-0.231957,0.212792,1.180892,1.221019,-0.581743,1.493188
1.747381,3,-0.055502,0.028711,0.974955,1.8005,-0.494412,1.626072
0.992827,2,-0.408413,-0.20139,-0.156292,1.8005,-0.188752,0.506056
0.561653,2,-0.320185,-0.569551,-0.180271,1.353472,-0.261528,0.240289
0.561653,2,-0.231957,-0.615571,-0.520209,1.353472,-0.698185,-0.519043
-0.354591,1,-0.055502,0.028711,-0.561115,0.376633,-0.71274,-0.803793
-0.174935,1,-0.143729,1.087174,-0.185913,-0.169735,-0.246973,-0.50006
0.022686,1,-0.055502,1.501355,0.213267,0.211067,0.146018,0.164356
0.831137,2,0.032726,0.304832,0.563079,1.634934,-0.363415,0.202323
1.801277,3,0.209181,0.120751,0.413563,2.562103,0.451678,0.600972
1.909071,3,0.915003,-0.155369,0.11312,2.661443,0.582675,0.771822
1.909071,3,0.032726,-0.33945,-0.008186,2.661443,0.291571,0.904705
1.154517,3,-0.231957,-0.52353,-0.091408,1.966066,0.247905,1.151489
1.298241,3,-0.408413,-0.38547,0.74927,1.519038,-0.508967,1.303355
2.825315,4,-0.320185,-0.063329,1.084976,1.833613,-0.785517,2.689138
1.980933,3,-0.320185,-0.109349,0.677332,1.8005,-0.639964,1.796921
1.334173,3,-0.320185,0.120751,0.312005,1.966066,-0.203307,1.322339
1.154517,3,-0.408413,0.074731,0.180825,1.966066,-0.305194,1.037589
0.723343,2,-0.408413,-0.109349,-0.365051,1.519038,-0.829182,-0.405144
-0.139004,1,-0.231957,-0.24741,-0.393261,0.624982,-0.610854,-0.538027
-0.139004,1,-0.408413,0.212792,-0.373514,0.624982,-0.436191,-0.405144
1.334173,3,0.297409,0.396872,0.434721,2.131632,-0.101421,0.202323
1.334173,3,0.120954,0.396872,0.302131,2.131632,0.058687,0.183339
1.046724,2,0.209181,0.212792,0.334573,1.85017,0.102353,0.544022
0.992827,2,-0.408413,-0.155369,-0.341072,1.8005,-0.68363,-0.367177
0.669447,2,-0.408413,0.120751,-0.511746,1.469368,-0.625409,-0.538027
0.561653,2,-0.143729,0.350852,-0.273366,1.353472,-0.465302,-0.55701
0.561653,2,-0.49664,-0.155369,-0.331198,1.353472,-0.843738,-0.55701
0.29217,2,-0.320185,0.120751,-0.294524,1.088566,-0.698185,-0.50006
0.417929,2,-0.231957,0.626973,-0.290293,1.221019,-0.334304,-0.32921
1.280276,3,-0.055502,0.626973,0.053877,2.081962,-0.0432,0.069439
1.280276,3,-0.231957,-0.20139,-0.094229,2.081962,-0.188752,-0.025477
0.867068,2,-0.143729,0.028711,-0.023702,1.668047,-0.086865,0.069439
1.118586,2,-0.055502,0.212792,0.203394,1.932953,0.466234,0.638939
1.370104,3,0.65032,0.166772,0.32611,2.164745,0.917446,0.961655
1.549759,3,0.120954,0.534933,0.365605,2.330311,1.106664,1.303355
1.459932,3,-0.320185,0.995134,-0.054734,2.247528,0.000466,-0.006494
1.208414,3,-0.231957,0.903094,0.392405,2.015736,0.437123,1.094539
1.208414,3,-0.231957,-0.43149,-0.54842,2.015736,-0.68363,-0.67091
-0.228832,1,-0.320185,-0.017309,-0.554062,0.525642,-0.596299,-0.689893
-0.174935,1,-0.231957,0.811053,-0.46943,0.575312,-0.217863,-0.575993
0.867068,2,0.032726,1.087174,-0.183092,1.668047,0.480789,-0.082427
0.867068,2,-0.055502,0.719013,0.048235,1.668047,0.306126,0.392156
0.220307,1,-0.320185,-0.20139,0.104656,1.005783,-0.479857,0.297239
1.477897,3,-0.231957,0.995134,0.960849,1.005783,-0.0432,1.436238
0.040652,1,-0.408413,-0.29343,0.210446,0.658095,-0.829182,0.259273
0.561653,2,-0.408413,0.304832,0.982007,0.641538,-0.741851,0.695889
-0.677971,0,-0.49664,-0.24741,0.025667,0.028944,-1.032956,-0.651927
-0.552212,1,-0.231957,0.028711,-0.403135,0.161397,-0.639964,-0.746843
0.220307,1,-0.143729,1.179214,-0.005365,1.02234,0.146018,-0.27226
0.93893,2,0.209181,0.719013,0.289436,1.734274,0.815559,0.676906
1.765346,3,0.385637,0.120751,0.795817,1.767387,0.364347,1.645055
2.070761,4,0.297409,0.396872,0.609627,1.436255,0.670007,1.891838
0.346066,2,-0.320185,-0.615571,-0.697936,1.138236,-0.68363,-0.746843
0.381998,2,-0.143729,0.534933,-0.277598,1.171349,0.058687,-0.32921
0.471825,2,0.385637,0.995134,0.367015,1.270689,0.422568,0.221306
0.417929,2,0.915003,1.271255,0.848007,1.221019,0.495344,0.563006
0.166411,1,-0.231957,0.719013,0.151204,0.19451,-0.639964,0.354189
0.112514,1,0.032726,0.488912,-0.067428,0.889887,-0.014089,0.259273
0.112514,1,-0.320185,0.258812,-0.449683,0.889887,-0.145086,-0.21531
-0.570177,1,-0.231957,-0.109349,-0.651389,0.14484,-0.479857,-0.67091
-0.049176,1,-0.231957,1.363295,-0.360819,-0.235961,0.189684,-0.310227
-0.156969,1,-0.320185,1.133194,-0.205661,-0.682989,0.116908,-0.10141
-0.103073,1,-0.320185,0.903094,-0.290293,0.575312,-0.115976,0.126389
0.45386,2,-0.055502,1.041154,0.022846,0.575312,0.189684,0.600972
1.388069,3,-0.231957,0.488912,0.469984,0.674651,-0.363415,1.360305
0.813171,2,0.738548,0.258812,1.25283,0.807104,0.073242,0.904705
0.489791,2,0.297409,0.719013,1.436199,0.095171,-0.014089,0.638939
-0.588143,1,-0.49664,-0.33945,-0.068839,-0.43464,-1.047511,-0.27226
-0.713902,0,-0.49664,-0.017309,-0.253619,-0.43464,-0.71274,-0.405144
0.93893,2,-0.320185,0.765033,0.650532,-0.43464,-0.115976,1.018605
1.388069,3,0.209181,1.133194,1.010218,-0.682989,-0.698185,1.360305
-0.552212,1,-0.408413,0.304832,-0.345303,-0.401527,-0.65452,-0.405144
-0.067142,1,0.120954,1.317275,0.520763,-0.401527,0.408013,0.012489
-0.318659,1,-0.320185,-0.063329,0.012972,-0.53398,-0.217863,-0.044461
-0.785764,0,-0.055502,-0.24741,-0.484946,-0.567093,-0.465302,-0.632943
-0.013245,1,-0.231957,0.811053,0.090551,-0.898225,-0.188752,0.202323
-0.282728,1,-0.320185,0.304832,0.052467,-0.964452,-0.639964,-0.025477
0.112514,1,-0.320185,0.258812,0.59129,-0.964452,-0.101421,0.316223
-0.174935,1,-0.49664,-0.38547,-0.033576,-0.881669,-0.770961,0.069439
-0.911523,0,-0.584868,-0.937712,-0.673957,-0.418084,-0.945624,-0.708877
-0.821695,0,-0.584868,-0.983732,-0.968758,-0.235961,-0.872848,-0.84176
0.795206,2,0.209181,1.179214,0.110299,-0.136622,0.655452,0.885722
3.93918,5,0.209181,3.25012,1.842432,-0.269075,1.659763,3.866103
4.981182,5,-0.143729,2.651859,1.989127,-0.418084,1.092109,4.967136
4.442215,5,0.473864,2.145637,1.953864,0.19451,0.204239,4.397636
2.753452,4,-0.055502,0.949114,1.138576,0.128284,-0.669075,2.613204
-1.019317,0,-0.408413,-0.753631,-0.877074,-0.616763,-1.032956,-0.879727
-0.767799,0,-0.231957,-0.109349,-0.744484,-0.699546,-0.698185,-0.746843
-0.139004,1,0.032726,1.179214,-0.214124,-0.616763,0.175129,-0.196327
-0.228832,1,-0.231957,0.350852,-0.359409,-0.517423,0.335236,-0.177344
-0.264763,1,0.032726,0.857073,-0.291703,-0.401527,0.277015,-0.367177
0.525722,2,0.297409,2.881959,0.424847,-0.418084,1.324992,0.657922
2.124657,4,1.003231,3.710322,1.738053,0.277293,2.300193,1.948788
3.382247,4,0.473864,3.618281,2.142875,0.277293,3.231728,3.27762
2.5199,4,-0.320185,1.271255,0.684385,-0.48431,0.684562,2.366421
-0.426453,1,0.826775,0.580953,0.293668,-0.732659,0.000466,-0.38616
0.13048,1,0.385637,1.731456,0.61668,-1.063791,0.859225,0.259273
1.26231,3,0.473864,2.237677,1.055355,-1.295583,1.455989,1.265389
2.969039,4,0.297409,2.237677,1.629442,-0.616763,2.256527,2.841004
4.370353,5,-0.055502,2.099617,1.941169,-0.467754,1.776205,4.321703
-0.067142,1,-0.408413,0.028711,-0.304398,-0.467754,-0.567188,0.164356
-0.498315,1,0.209181,0.442892,-0.343893,-0.600206,-0.319749,-0.538027
-0.139004,1,0.297409,1.179214,0.044004,-0.881669,0.422568,0.088423
0.813171,2,0.385637,1.961557,0.437542,-0.931338,1.121219,0.904705
2.052795,4,0.738548,2.467778,0.943923,-0.997565,1.412324,1.872855
1.998898,3,0.120954,1.915536,1.448894,-1.245914,0.408013,1.815905
-0.085107,1,-0.143729,0.672993,0.382531,-0.815442,-0.421636,0.145373
-1.001351,0,-0.231957,-0.615571,-0.721915,-0.649876,-0.756406,-0.860743
-0.64204,1,-0.231957,0.120751,-0.22964,-0.43464,-0.450746,-0.61396
0.45386,2,0.65032,1.087174,0.53769,-0.451197,0.655452,0.600972
0.29217,2,-0.055502,0.719013,0.570132,-0.649876,0.073242,0.468089
-0.983385,0,-0.408413,-0.845671,-0.755768,-0.550537,-0.843738,-0.84176
-0.462384,1,0.562092,0.488912,0.471395,-0.567093,-0.159642,-0.21531
0.040652,1,0.032726,0.903094,0.903018,-0.732659,0.015021,0.259273
-0.103073,1,-0.143729,1.041154,0.427668,-0.682989,-0.37797,0.126389
0.094549,1,0.032726,1.501355,0.711185,-0.699546,-0.07231,0.297239
-0.588143,1,-0.320185,-0.24741,-0.208482,-0.765772,-0.232418,-0.32921
-0.821695,0,-0.408413,-1.213832,-0.875663,-0.500867,-0.494412,-0.89871
-0.426453,1,0.032726,0.580953,-0.101281,-0.500867,-0.436191,-0.575993
-0.228832,1,0.738548,0.995134,0.314826,-0.666433,-0.232418,-0.348194
0.525722,2,2.061963,2.007577,1.620978,-1.014121,0.815559,0.657922
0.220307,1,0.738548,0.765033,1.022913,-0.765772,0.291571,0.411139
-0.498315,1,0.562092,0.442892,-0.137955,-0.732659,-0.552633,-0.575993
0.004721,1,1.620825,1.455335,1.259882,-0.749216,0.131463,-0.006494
3.094798,4,3.120696,3.710322,3.413765,-1.328697,2.926068,2.973887
3.903248,5,1.620825,3.848382,3.513913,-1.477706,3.420946,3.828137
2.609728,4,1.091458,3.388181,2.79172,-1.212801,2.009088,2.461338
-0.282728,1,0.65032,0.857073,-0.036397,-1.014121,-0.392525,-0.424127
1.172482,3,1.356142,2.513798,2.214812,-1.014121,1.281327,1.208439
0.274204,2,0.738548,1.685436,1.326177,-1.063791,0.247905,0.449106
1.693484,3,1.885508,2.559818,2.362918,-1.063791,1.51421,1.588105
3.418178,4,2.59133,3.802362,3.883472,-1.36181,3.04251,3.315587
0.220307,1,0.385637,1.041154,0.563079,-0.947895,0.364347,0.411139
