@relation 'airquality-weka.filters.unsupervised.attribute.Remove-R1-3,12-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Standardize'

@attribute aqi numeric
@attribute quality numeric
@attribute so2_24h numeric
@attribute no2_24h numeric
@attribute co_24h numeric
@attribute o3_8h_24h numeric
@attribute pm10_24h numeric
@attribute pm2_5_24h numeric

@data
-0.534246,1,1.79728,1.363295,2.663362,-1.428036,0.786449,1.474205
-0.516281,1,-0.320185,-1.029752,-0.403135,-0.550537,-0.625409,-0.765827
-0.785764,0,-0.320185,-1.213832,-0.349535,-0.58365,-0.421636,-0.84176
-0.408487,1,-0.143729,-0.661591,-0.321324,-0.63332,-0.421636,-0.765827
-0.318659,1,0.826775,0.212792,-0.025113,-0.798886,-0.407081,-0.481077
-0.174935,1,0.915003,-0.063329,-0.025113,-0.666433,-0.203307,-0.348194
-0.534246,1,2.679557,1.869516,1.883337,-1.179687,0.524454,0.847756
-0.588143,1,3.208923,1.915536,2.093507,-1.014121,0.917446,1.284372
-0.516281,1,2.503102,0.765033,1.292324,-1.163131,0.058687,0.164356
-0.731868,0,1.179686,0.442892,0.589879,-0.964452,-0.159642,-0.063444
-0.911523,0,0.209181,-0.38547,-0.342482,-0.53398,-0.727296,-0.67091
-0.731868,0,0.120954,-0.29343,-0.373514,-0.500867,-0.756406,-0.765827
-0.085107,1,0.738548,0.488912,0.110299,-0.716103,-0.523522,-0.462094
-0.085107,1,1.003231,0.765033,0.469984,-0.914782,-0.407081,-0.348194
-0.408487,1,0.032726,-0.707611,-0.530083,-0.451197,-0.756406,-0.765827
-0.713902,0,-0.143729,-1.029752,-0.675368,-0.368414,-0.639964,-0.822777
-0.228832,1,0.562092,-0.109349,-0.109744,-0.467754,-0.450746,-0.424127
-0.408487,1,1.356142,-0.017309,0.111709,-0.401527,0.131463,-0.063444
-0.767799,0,4.002973,-0.063329,0.242889,-0.401527,2.722295,2.556254
-0.624074,1,1.091458,0.120751,0.355731,-0.269075,-0.334304,-0.196327
0.166411,1,3.73829,1.225235,2.382666,-0.798886,0.56812,0.828772
0.166411,1,3.032468,1.363295,3.097806,-1.196244,-1.105732,1.872855
-0.318659,1,0.915003,0.719013,1.849485,-0.947895,-1.105732,1.720988
0.13048,1,-0.231957,-1.213832,-0.736021,-0.500867,-0.901959,-0.84176
0.184376,1,-0.408413,-1.259853,-0.704989,-0.43464,-0.872848,-0.879727
0.759274,2,-0.320185,-1.121792,-0.741663,-0.451197,-0.436191,-0.879727
0.741309,2,-0.231957,-0.937712,-0.73461,-0.368414,-0.581743,-0.860743
-0.372556,1,0.738548,0.442892,0.309184,-0.418084,-0.465302,-0.139377
-0.049176,1,-0.231957,-0.753631,-0.618947,-0.252518,-0.639964,-0.746843
0.525722,2,-0.231957,-0.569551,-0.489178,-0.318744,-0.625409,-0.72786
0.687412,2,-0.143729,-0.753631,-0.541367,-0.318744,-0.756406,-0.708877
0.687412,2,1.620825,0.857073,0.871986,-0.716103,0.451678,0.525039
0.902999,2,0.738548,0.074731,0.35291,-0.302188,-0.028644,0.278256
0.885033,2,-0.231957,-0.983732,-0.68101,-0.285631,-0.843738,-0.803793
-0.624074,1,0.120954,-0.155369,-0.143597,-0.467754,-0.392525,-0.519043
-0.785764,0,0.209181,-0.109349,-0.161934,-0.616763,-0.465302,-0.538027
-0.785764,0,0.562092,0.074731,-0.106923,-0.48431,-0.232418,-0.32921
-0.767799,0,0.120954,-0.109349,-0.339661,-0.451197,-0.596299,-0.594977
-0.677971,0,-0.055502,-0.24741,-0.121029,-0.318744,-0.407081,-0.424127
-0.767799,0,0.385637,0.166772,-0.188734,-0.467754,-0.421636,-0.348194
-0.80373,0,1.973736,2.145637,1.506725,-0.798886,0.87378,1.265389
-0.677971,0,2.150191,3.29614,2.391129,-0.600206,1.659763,2.062688
-0.372556,1,3.385379,3.710322,3.79884,-0.798886,-1.105732,4.35967
0.310135,2,3.473607,3.434201,4.827118,-1.26247,4.920135,4.967136
0.45386,2,-0.408413,-0.707611,-0.633052,-0.335301,3.115286,0.088423
0.45386,2,1.79728,1.363295,1.004576,-0.947895,1.543321,0.373173
-0.049176,1,0.209181,-0.24741,0.080677,-0.235961,0.189684,-0.367177
-0.857626,0,-0.408413,-1.029752,-0.688063,-0.351858,-0.741851,-0.822777
-0.731868,0,-0.320185,-1.029752,-0.689473,-0.418084,-0.727296,-0.822777
-0.318659,1,-0.320185,-0.937712,-0.68101,-0.384971,-0.392525,-0.803793
-0.013245,1,0.032726,-0.109349,-0.342482,-0.368414,-0.34886,-0.55701
0.094549,1,2.856013,2.007577,1.409399,-0.898225,0.902891,1.075555
0.220307,1,0.120954,-0.29343,-0.33543,-0.103509,-0.407081,-0.44311
0.220307,1,1.179686,1.179214,0.64489,-0.43464,0.611786,0.449106
0.489791,2,3.473607,1.869516,1.104724,-0.699546,1.776205,1.702005
1.945002,3,2.679557,2.329718,1.907316,0.360076,2.693184,3.73322
1.962967,3,2.061963,2.973999,2.045549,0.128284,3.231728,4.454586
0.328101,2,0.385637,1.179214,0.778891,0.227623,-0.305194,2.347438
-0.821695,0,0.826775,0.258812,0.268278,-0.368414,0.53901,0.221306
-0.80373,0,0.209181,1.087174,0.231604,-0.202848,0.53901,0.240289
-0.695936,0,1.179686,1.915536,0.558848,0.29385,1.499655,1.341322
-0.534246,1,1.532597,1.685436,0.756322,-0.500867,1.907202,0.980639
-0.318659,1,-0.320185,-0.569551,-0.531494,-0.219405,-0.567188,-0.708877
-0.282728,1,-0.408413,-0.33945,-0.603431,-0.186292,-0.756406,-0.765827
-0.498315,1,-0.320185,-0.017309,-0.544188,-0.153178,-0.552633,-0.689893
-0.983385,0,-0.320185,-0.52353,-0.659852,-0.136622,-0.68363,-0.78481
-0.552212,1,-0.320185,-0.155369,-0.648568,-0.103509,-0.421636,-0.689893
-0.282728,1,0.738548,1.271255,-0.067428,-0.351858,1.732539,0.316223
0.93893,2,-0.231957,-0.24741,-0.640105,-0.037282,-0.028644,-0.651927
0.93893,2,0.120954,0.166772,-0.374924,-0.086952,0.000466,-0.44311
0.956896,2,2.238419,1.593396,0.800049,0.326963,2.372969,1.815905
0.813171,2,-0.143729,-0.569551,-0.624589,-0.053839,0.859225,-0.348194
0.597584,2,-0.408413,-1.029752,-0.851684,-0.202848,-0.698185,-0.84176
-0.767799,0,-0.408413,-0.569551,-0.767052,-0.086952,-0.319749,-0.632943
0.13048,1,0.385637,0.442892,-0.318503,0.376633,0.553565,0.449106
1.352138,3,1.003231,0.626973,0.210446,0.724321,1.019332,1.132505
1.801277,3,1.973736,1.501355,1.657652,-0.037282,1.543321,1.720988
1.945002,3,-0.320185,0.212792,0.201983,-0.136622,0.524454,0.525039
1.334173,3,-0.231957,-0.29343,-0.672547,-0.020726,0.23335,-0.538027
1.729415,3,0.297409,0.765033,-0.201429,-0.053839,2.460301,0.373173
1.980933,3,0.473864,0.212792,-0.108334,-0.053839,1.688873,0.012489
1.729415,3,0.120954,0.166772,-0.376335,-0.153178,0.393457,-0.234294
0.256239,2,-0.143729,0.903094,-0.104102,-0.368414,0.408013,0.487072
-0.013245,1,-0.055502,1.179214,0.145562,0.095171,0.84467,1.265389
-0.444418,1,-0.320185,-0.47751,-0.709221,0.161397,0.364347,-0.405144
0.45386,2,0.738548,0.903094,0.233015,-0.120065,0.451678,0.107406
-0.103073,1,0.385637,1.363295,-0.211303,-0.981008,0.53901,-0.044461
-0.300694,1,-0.49664,-1.029752,-0.791031,-0.120065,-0.596299,-0.708877
-0.318659,1,-0.408413,-0.615571,-0.745894,0.028944,-0.538078,-0.651927
-0.354591,1,1.091458,1.225235,0.667459,-0.567093,0.408013,0.373173
-0.857626,0,0.032726,0.258812,0.005919,0.376633,0.378902,0.278256
-0.857626,0,-0.055502,0.903094,0.134278,0.426303,1.295882,0.809789
-0.228832,1,-0.49664,-0.707611,-0.8404,0.161397,0.306126,-0.38616
-0.192901,1,-0.320185,-0.38547,-0.728968,-0.020726,-0.261528,-0.575993
-0.408487,1,1.267914,0.672993,0.059519,0.889887,1.062998,0.600972
-0.049176,2,0.562092,-0.20139,-0.211303,1.221019,0.946556,0.695889
-0.049176,1,1.620825,0.258812,0.726701,0.707765,0.699117,0.335206
-0.767799,0,0.120954,1.087174,0.358552,0.277293,0.84467,0.714872
-0.713902,0,-0.055502,0.488912,0.156846,1.419698,0.349792,0.525039
-0.516281,1,0.826775,1.225235,0.74927,1.436255,1.223106,1.398272
-0.408487,1,0.209181,0.903094,0.833902,2.214415,1.339548,2.005738
-0.192901,1,1.620825,0.212792,1.99618,2.280641,1.310437,2.480321
0.13048,1,-0.49664,-0.845671,-0.476483,0.658095,0.393457,-0.063444
0.902999,2,-0.49664,-0.43149,-0.593557,0.045501,-0.086865,-0.575993
0.651481,2,-0.320185,0.488912,-0.431346,0.376633,-0.246973,-0.462094
-0.498315,1,0.562092,0.212792,0.090551,0.509085,1.121219,0.164356
0.274204,2,-0.49664,-1.167812,-0.879895,0.028944,1.543321,0.069439
0.525722,2,-0.408413,-0.43149,-0.785389,0.492529,-0.305194,-0.575993
0.399963,2,0.65032,0.258812,-0.167576,0.956114,0.393457,0.126389
-0.660005,1,-0.320185,0.028711,-0.435577,0.29385,-0.174197,-0.32921
0.399963,2,-0.320185,-0.109349,-0.432756,1.02234,0.000466,-0.196327
0.525722,2,0.385637,-0.109349,0.374068,1.303802,1.310437,1.834888
0.381998,2,-0.408413,-0.47751,-0.490588,0.260737,-0.450746,-0.367177
0.184376,1,-0.143729,0.212792,-0.379156,0.475972,-0.232418,-0.405144
0.148445,1,-0.408413,-0.155369,-0.434167,-0.235961,-1.105732,-0.234294
0.13048,1,-0.49664,-0.109349,-0.497641,-0.186292,-0.625409,-0.367177
-0.534246,1,-0.408413,0.212792,-0.547009,0.509085,-0.246973,-0.55701
-0.695936,0,0.297409,0.626973,-0.324145,2.131632,0.408013,0.088423
0.399963,2,0.120954,-0.155369,-0.424293,1.634934,0.364347,0.145373
0.45386,2,0.65032,-0.017309,-0.092818,2.495877,0.611786,0.619956
0.220307,1,1.091458,0.488912,0.335984,2.280641,0.495344,0.657922
-0.80373,0,0.915003,0.396872,-0.022291,1.932953,0.102353,0.278256
-0.570177,1,0.032726,0.580953,-0.246566,1.783943,0.160574,-0.082427
-0.588143,1,0.562092,0.304832,0.08773,0.906444,0.437123,0.145373
-0.80373,0,-0.408413,-0.47751,-0.666905,0.509085,-0.465302,-0.651927
-0.947454,0,-0.408413,-0.615571,-0.727558,0.34352,-0.65452,-0.765827
0.166411,1,-0.49664,-0.33945,-0.736021,0.277293,-0.217863,-0.594977
0.29217,2,0.385637,0.534933,-0.297345,1.419698,0.408013,-0.10141
0.004721,1,0.209181,-0.017309,-0.280419,1.70116,0.160574,-0.10141
-0.64204,1,-0.231957,-0.38547,-0.532904,0.906444,0.000466,-0.38616
-0.282728,1,0.738548,0.580953,0.324699,3.058801,1.033888,0.544022
-0.103073,1,0.297409,-0.109349,-0.015239,1.70116,0.56812,-0.15836
-0.067142,1,-0.143729,0.166772,-0.269135,1.154793,-0.0432,-0.310227
0.13048,1,0.120954,0.580953,-0.140776,2.032292,0.175129,-0.006494
1.118586,2,1.179686,1.041154,0.474216,2.098519,0.713673,0.544022
1.118586,2,0.738548,-0.017309,0.00733,2.413094,0.742783,0.638939
0.723343,2,0.562092,-0.017309,0.000277,2.115075,0.320681,0.335206
0.867068,2,-0.055502,-0.29343,0.051056,2.57866,0.626341,0.638939
0.525722,2,-0.49664,-0.615571,-0.006776,1.502481,-1.105732,0.126389
0.202342,1,-0.408413,-0.109349,0.533458,2.065406,0.771893,1.436238
0.13048,1,-0.055502,-0.24741,0.238657,1.982623,0.932001,0.999622
0.13048,1,-0.49664,-0.845671,-0.291703,1.436255,-0.639964,-0.025477
-0.121038,1,-0.49664,-0.615571,-0.672547,0.29385,-0.669075,-0.78481
0.202342,1,-0.055502,-0.24741,0.233015,1.85017,0.349792,0.335206
0.202342,1,-0.49664,-0.47751,-0.348124,0.939557,-1.105732,-0.120394
0.328101,2,-0.49664,-0.569551,-0.352356,-0.053839,-0.465302,-0.348194
0.328101,2,-0.49664,-0.38547,-0.493409,0.856774,-0.523522,-0.651927
0.256239,2,-0.49664,0.396872,-0.400314,0.823661,-0.246973,-0.519043
0.004721,1,-0.49664,0.396872,-0.410188,0.078614,-0.290639,-0.55701
-0.103073,1,-0.320185,0.258812,-0.233871,1.833613,-0.057755,-0.21531
-0.103073,1,-0.231957,0.028711,-0.091408,1.89984,0.320681,0.221306
-0.228832,1,-0.231957,-0.47751,0.178004,2.197858,0.364347,0.600972
0.651481,2,-0.49664,-0.38547,0.066572,2.346868,0.189684,0.600972
0.489791,2,-0.49664,-0.29343,-0.160524,1.916396,0.131463,0.050456
0.45386,2,-0.143729,-0.017309,0.302131,1.320359,0.378902,0.430122
0.974861,2,-0.49664,-0.38547,-0.33543,0.409746,-0.669075,-0.765827
1.028758,2,-0.49664,-0.29343,-0.668315,0.19451,-0.552633,-0.67091
0.867068,2,-0.231957,0.166772,-0.472251,1.734274,0.015021,-0.234294
0.633515,2,-0.055502,0.028711,-0.216945,0.97267,0.175129,0.126389
-0.085107,1,-0.49664,-0.29343,-0.212713,0.326963,-1.105732,0.373173
-0.336625,1,-0.49664,-0.24741,0.029898,1.12168,-1.105732,1.094539
-0.408487,1,-0.49664,-0.24741,-0.195787,1.552151,-0.276083,0.126389
0.13048,1,-0.49664,-0.615571,-0.633052,0.658095,-0.639964,-0.746843
0.489791,2,-0.408413,-0.017309,-0.250798,1.353472,-0.07231,-0.120394
0.381998,2,0.032726,0.212792,0.173773,1.684604,0.466234,0.563006
0.13048,1,-0.231957,-0.29343,0.543332,1.949509,0.495344,1.474205
0.813171,2,-0.231957,-0.38547,0.228783,2.115075,0.408013,0.809789
0.813171,2,-0.231957,-0.155369,0.138509,2.015736,0.437123,0.392156
0.417929,2,0.032726,-0.24741,0.532048,2.379981,0.713673,1.075555
0.399963,2,-0.231957,-0.20139,0.465753,1.85017,0.408013,0.714872
0.61555,2,-0.320185,-0.29343,-0.068839,1.8005,0.247905,0.563006
0.579619,2,-0.320185,-0.47751,-0.063197,1.684604,0.146018,0.714872
-0.498315,1,-0.055502,-0.43149,-0.211303,1.535594,0.320681,0.619956
-0.067142,1,-0.320185,-0.43149,-0.352356,-0.070395,-0.319749,-0.462094
0.166411,1,-0.408413,-0.29343,-0.493409,1.237576,-0.479857,-0.632943
-0.516281,1,-0.320185,0.166772,-0.07025,0.608425,-1.105732,-0.348194
-0.64204,1,-0.49664,-0.38547,-0.211303,-0.351858,-0.523522,-0.32921
-0.857626,0,-0.408413,0.074731,-0.07025,-0.269075,-0.334304,-0.291244
-0.731868,0,-0.408413,0.166772,0.35291,1.999179,0.306126,0.487072
-0.713902,0,-0.320185,0.626973,0.635017,0.641538,0.786449,0.999622
-0.821695,0,-0.49664,0.258812,0.635017,-0.749216,-1.105732,0.904705
-0.875592,0,-0.49664,-0.937712,-0.211303,-0.682989,-1.003845,-0.38616
-0.372556,1,-0.49664,-0.52353,-0.07025,-0.749216,-0.538078,-0.481077
-0.354591,1,-0.49664,-0.29343,0.35291,0.923,0.073242,0.411139
-0.282728,1,-0.49664,-0.20139,0.493963,1.353472,1.426879,1.265389
-0.192901,1,-0.408413,-0.20139,0.070804,1.585264,0.611786,0.373173
-0.318659,1,-0.408413,-0.43149,-0.07025,0.161397,-0.552633,-0.253277
-0.228832,1,-0.408413,-0.661591,-0.352356,0.873331,-0.407081,-0.61396
-0.013245,1,-0.49664,-0.155369,-0.211303,2.230971,-1.105732,-0.120394
0.166411,1,-0.49664,-0.33945,-0.211303,1.519038,0.073242,-0.063444
0.238273,2,-0.49664,-0.38547,0.635017,1.966066,0.917446,1.265389
0.381998,2,-0.49664,-0.29343,1.058176,-0.186292,-0.407081,1.436238
0.399963,2,-0.49664,-0.29343,0.211857,0.062057,0.087797,0.050456
-0.049176,1,-0.408413,-0.38547,0.635017,1.171349,0.349792,0.335206
-0.264763,1,-0.49664,-0.33945,0.211857,0.939557,-0.261528,-0.082427
0.166411,1,-0.408413,-0.155369,0.211857,1.982623,0.058687,0.107406
-0.013245,1,-0.49664,-0.24741,0.77607,2.015736,0.553565,0.904705
-0.049176,1,-0.408413,-0.43149,-0.07025,1.07201,0.175129,0.240289
-0.246797,1,-0.49664,-0.29343,0.211857,1.055453,0.291571,0.847756
-0.462384,1,-0.49664,-0.891691,-0.352356,0.393189,-0.610854,-0.632943
-0.947454,0,-0.408413,-0.569551,-0.07025,0.923,-0.407081,-0.405144
-0.085107,1,-0.143729,-0.063329,0.493963,1.651491,-0.086865,-0.139377
-0.228832,1,-0.408413,-0.52353,0.070804,0.989227,0.306126,0.581989
-1.037282,0,-0.408413,-0.43149,0.070804,0.956114,0.349792,0.619956
-0.695936,0,-0.320185,-0.017309,0.070804,-0.43464,-0.0432,0.088423
-0.282728,1,-0.408413,0.074731,-0.211303,-0.881669,-0.596299,-0.594977
-0.462384,1,-0.408413,-0.017309,-0.352356,1.088566,-0.407081,-0.594977
-0.624074,1,-0.49664,-0.43149,-0.352356,-0.153178,-0.494412,-0.632943
-0.192901,1,-0.49664,-0.29343,-0.352356,0.939557,-0.508967,-0.55701
0.076583,1,-0.408413,0.903094,0.211857,-0.848555,-1.105732,0.202323
-0.139004,1,-0.49664,0.166772,1.058176,-0.914782,-1.105732,0.392156
-0.48035,1,-0.49664,-0.615571,0.070804,0.360076,-0.494412,-0.651927
-0.354591,1,-0.49664,-0.017309,0.211857,1.634934,-0.086865,0.012489
-0.156969,1,-0.408413,0.074731,0.211857,2.413094,-0.028644,0.012489
0.381998,2,-0.320185,-0.29343,0.070804,1.07201,-0.145086,-0.063444
-0.246797,1,-0.143729,0.166772,0.070804,0.608425,0.218795,0.335206
-0.624074,1,-0.408413,0.442892,0.35291,0.575312,0.495344,0.544022
-0.354591,1,-0.49664,-0.661591,-0.634462,-0.517423,-0.770961,-0.689893
0.022686,1,-0.49664,-0.24741,-0.634462,-0.136622,-0.68363,-0.803793
-0.192901,1,-0.408413,-0.017309,-0.634462,-0.285631,-0.538078,-0.72786
-0.282728,1,-0.49664,-0.20139,-0.775516,-0.103509,-0.639964,-0.78481
-0.085107,1,-0.408413,0.304832,-0.493409,0.34352,-0.421636,-0.651927
-0.049176,1,-0.408413,0.442892,-0.352356,1.171349,-0.159642,-0.44311
0.202342,1,-0.408413,0.074731,-0.493409,-0.169735,-0.567188,-0.708877
1.082655,2,-0.408413,-0.33945,-0.775516,-0.43464,-0.65452,-0.860743
0.45386,2,-0.49664,-0.33945,-0.634462,-0.699546,-0.610854,-0.78481
-0.103073,1,-0.49664,-0.155369,-0.493409,0.740878,-0.450746,-0.61396
-0.588143,1,-0.231957,0.258812,0.211857,1.12168,-1.105732,0.487072
-0.085107,1,-0.49664,-0.24741,-0.493409,-0.070395,-0.261528,-0.481077
1.711449,3,0.385637,0.028711,0.77607,0.177954,1.237661,1.607088
1.028758,2,-0.231957,0.120751,-0.211303,0.757434,-0.159642,-0.253277
-0.588143,1,-0.49664,0.258812,-0.352356,0.111727,-0.436191,-0.575993
-0.103073,1,-0.408413,0.166772,-0.493409,-0.500867,-0.538078,-0.67091
0.831137,2,-0.408413,0.212792,-0.493409,-0.103509,-0.465302,-0.689893
0.29217,2,-0.49664,-0.43149,-0.07025,0.310406,-0.407081,-0.405144
0.202342,1,-0.49664,-0.017309,-0.07025,0.459416,-0.363415,-0.367177
0.435894,2,-0.408413,0.672993,0.35291,0.641538,0.320681,0.676906
-0.462384,1,-0.320185,0.534933,0.35291,1.254132,0.378902,0.866739
-0.462384,1,-0.320185,0.166772,0.070804,1.221019,0.349792,0.487072
-0.174935,1,-0.320185,0.028711,0.35291,1.469368,0.713673,1.455222
-0.156969,1,-0.49664,-0.063329,-0.07025,-0.815442,-1.105732,-0.253277
-0.228832,1,-0.49664,-0.24741,-0.352356,-1.328697,-0.785517,-0.575993
-0.624074,1,-0.49664,-0.155369,-0.634462,-0.401527,-0.68363,-0.78481
-0.695936,0,-0.408413,0.396872,-0.493409,-0.053839,-0.465302,-0.61396
-0.695936,0,-0.231957,1.777476,0.211857,-0.898225,0.597231,0.278256
-0.264763,1,-0.055502,0.949114,0.35291,0.24418,0.771893,0.961655
0.112514,1,-0.408413,0.488912,0.493963,1.386585,1.397769,1.398272
-0.246797,1,-0.320185,0.719013,0.35291,1.254132,1.848981,1.246405
0.202342,1,-0.320185,0.488912,0.917123,-0.037282,1.703428,2.043705
0.022686,1,-0.49664,0.350852,0.493963,-0.616763,0.480789,0.107406
1.477897,3,-0.49664,-0.661591,-0.352356,-0.649876,-0.68363,-0.575993
1.406035,0,-0.408413,0.074731,-0.634462,-0.666433,-0.552633,-0.708877
0.202342,1,-0.231957,0.995134,-0.211303,-0.053839,0.204239,-0.006494
0.346066,2,-0.055502,1.731456,0.070804,0.773991,0.902891,0.942672
0.364032,2,0.297409,2.191657,0.635017,0.326963,1.834426,2.214555
0.112514,1,-0.143729,1.547375,0.77607,0.558755,1.81987,2.461338
0.040652,1,-0.408413,0.903094,0.35291,0.558755,0.932001,1.284372
0.022686,1,-0.408413,-0.063329,0.35291,-1.063791,-0.465302,-0.424127
-0.318659,1,-0.49664,0.166772,0.493963,-0.682989,0.218795,0.145373
0.022686,1,-0.320185,0.442892,1.058176,-1.444593,-1.105732,0.335206
-0.64204,1,-0.49664,0.212792,1.058176,-1.378366,-0.858293,-0.27226
-0.64204,1,-0.49664,-0.569551,-0.493409,-0.63332,-0.68363,-0.765827
-0.516281,1,-0.320185,0.672993,-0.211303,-1.080348,-0.174197,-0.38616
-0.103073,1,0.209181,1.869516,0.493963,-1.113461,0.742783,0.733856
0.364032,2,0.032726,1.225235,0.77607,-0.600206,0.786449,1.151489
-0.336625,1,-0.143729,1.179214,0.493963,-0.782329,0.378902,0.506056
-0.534246,1,-0.231957,1.685436,1.058176,-0.335301,1.645208,1.948788
0.543688,2,-0.143729,2.513798,1.622389,-0.418084,2.649519,3.581354
0.759274,2,-0.320185,2.283698,1.481336,-1.560489,2.183751,2.518288
0.004721,1,-0.408413,0.903094,0.211857,-0.716103,0.888335,1.208439
0.166411,1,-0.49664,0.672993,0.070804,-0.616763,0.364347,0.183339
0.669447,2,-0.143729,1.547375,1.340283,-1.461149,1.193995,1.303355
1.028758,2,-0.231957,2.053597,2.045549,-0.997565,2.212862,3.315587
1.10062,2,-0.143729,0.719013,0.77607,-1.179687,-1.105732,0.638939
0.399963,2,-0.49664,0.028711,-0.07025,-1.080348,-1.105732,-0.196327
0.328101,2,-0.49664,-0.38547,-0.352356,-1.030678,-0.741851,-0.72786
0.256239,2,-0.320185,0.258812,-0.352356,-0.997565,-0.34886,-0.481077
-0.372556,1,-0.408413,0.903094,0.493963,-1.560489,0.53901,0.202323
-0.588143,1,-0.408413,1.639416,0.917123,-1.494263,0.859225,0.904705
-0.354591,1,-0.320185,0.534933,-0.07025,-0.865112,0.175129,-0.21531
-0.103073,1,-0.231957,0.534933,0.211857,-1.444593,-0.145086,-0.44311
-0.695936,0,-0.49664,-0.38547,-0.634462,-0.666433,-0.68363,-0.803793
-0.695936,0,-0.320185,0.396872,-0.352356,-0.931338,-0.203307,-0.519043
-0.80373,0,-0.231957,0.166772,-0.07025,-0.732659,0.073242,-0.177344
-0.785764,0,-0.320185,-0.891691,-0.775516,-0.682989,-0.741851,-0.84176
-0.80373,0,0.120954,0.765033,-0.211303,-1.014121,-0.028644,-0.15836
-0.911523,0,0.209181,2.007577,0.917123,-1.245914,1.062998,1.018605
-0.785764,0,0.120954,3.02002,2.468708,-1.444593,2.40208,2.651171
-0.767799,0,-0.143729,3.710322,3.597134,-1.428036,2.838737,3.581354
-0.695936,0,-0.231957,2.605838,3.173974,-1.030678,1.848981,2.404388
-1.001351,0,0.209181,0.811053,0.493963,-0.964452,0.306126,0.335206
-0.426453,1,-0.408413,0.028711,-0.07025,-0.798886,-0.479857,-0.310227
-0.408487,1,-0.055502,0.672993,-0.07025,-1.030678,-0.07231,-0.27226
-0.875592,0,0.562092,2.191657,2.327655,-1.543932,1.717984,1.986755
-0.785764,0,0.032726,1.455335,1.340283,-1.378366,1.4851,1.815905
-0.911523,0,-0.055502,1.225235,1.199229,-1.36181,0.699117,0.563006
-0.713902,0,0.209181,1.271255,0.917123,-1.163131,0.699117,0.411139
0.094549,1,0.297409,1.547375,2.045549,-1.560489,1.295882,0.885722
0.094549,1,-0.320185,-0.155369,0.070804,-0.616763,-0.0432,-0.27226
-0.767799,0,0.473864,1.133194,0.917123,-1.245914,0.116908,-0.15836
-0.785764,0,0.738548,1.915536,1.904495,-1.279027,1.033888,0.885722
-0.624074,1,1.267914,1.455335,2.327655,-1.527376,1.295882,1.151489
-0.408487,1,1.003231,2.237677,4.020294,-1.577046,2.969734,2.632188
0.166411,1,0.120954,1.225235,1.340283,-0.815442,0.830114,1.360305
-0.103073,1,-0.320185,0.120751,0.35291,-1.212801,-1.105732,-0.044461
-0.336625,1,-0.408413,-1.075772,-0.634462,-0.63332,-0.800072,-0.822777
-0.534246,1,-0.320185,-0.799651,-0.634462,-0.716103,-0.800072,-0.860743
-0.534246,1,0.032726,-0.155369,-0.352356,-0.914782,-0.625409,-0.651927
-0.498315,1,0.915003,1.455335,0.917123,-1.212801,0.451678,0.430122
-0.588143,1,1.444369,2.697879,2.468708,-1.494263,1.878091,2.100655
-0.336625,1,1.267914,3.618281,3.738187,-1.41148,4.148708,4.01797
-0.103073,1,-0.055502,0.304832,0.070804,-0.666433,0.058687,-0.082427
-0.354591,1,0.915003,1.777476,1.199229,-1.36181,0.364347,0.183339
-0.767799,0,1.620825,1.961557,2.468708,-1.560489,1.019332,0.847756
-0.588143,1,0.65032,1.317275,1.763442,-0.749216,0.757338,0.657922
-0.588143,1,0.120954,0.442892,-0.07025,-0.682989,-0.290639,-0.38616
-0.354591,1,1.003231,2.145637,1.763442,-1.345253,0.801004,0.847756
-0.336625,1,1.444369,3.434201,3.597134,-1.461149,2.853292,2.954904
-0.300694,1,0.915003,3.02002,3.87924,-1.345253,3.027955,3.771187
-0.318659,1,0.032726,0.212792,0.211857,-0.616763,-0.37797,-0.196327
-0.695936,0,1.179686,2.467778,2.045549,-1.444593,0.757338,0.581989
-0.713902,0,1.356142,2.835939,2.609761,-1.378366,1.354103,1.436238
-0.875592,0,0.297409,0.672993,1.199229,-0.53398,0.626341,0.619956
-0.80373,0,0.120954,0.212792,-0.07025,-0.831999,-0.450746,-0.538027
-0.96542,0,0.562092,1.179214,0.77607,-1.229357,-0.028644,-0.082427
-0.695936,0,2.414874,2.881959,3.738187,-1.494263,1.863536,2.195571
-0.013245,1,2.767785,2.973999,3.032921,-1.378366,2.387524,3.182704
-0.013245,1,0.120954,0.534933,0.493963,-0.914782,-0.639964,-0.082427
-0.767799,0,0.297409,0.350852,-0.07025,-0.914782,-0.363415,-0.481077
-0.785764,0,0.209181,0.212792,0.070804,-0.649876,-0.334304,-0.50006
-0.821695,0,1.267914,2.467778,1.904495,-1.394923,1.062998,1.151489
-0.695936,0,2.150191,3.02002,3.456081,-1.444593,2.154641,2.708121
-0.534246,1,1.532597,2.927979,3.738187,-1.394923,2.372969,3.182704
0.022686,1,1.267914,3.342161,4.584506,-1.394923,2.576743,3.22067
0.256239,2,0.032726,4.446644,10.085582,-1.527376,4.934691,6.125118
0.831137,2,0.385637,5.367046,10.085582,-1.477706,4.934691,6.504785
1.477897,3,-0.143729,-0.155369,0.635017,-0.649876,-0.276083,0.088423
1.477897,3,0.120954,0.488912,-0.07025,-0.981008,-0.159642,-0.367177
0.022686,1,1.620825,2.375738,2.609761,-1.461149,1.106664,1.303355
