@relation airquality

@attribute ﻿province string
@attribute city string
@attribute city_code numeric
@attribute aqi numeric
@attribute quality numeric
@attribute so2_24h numeric
@attribute no2_24h numeric
@attribute co_24h numeric
@attribute o3_8h_24h numeric
@attribute pm10_24h numeric
@attribute pm2_5_24h numeric
@attribute pubtime string

@data
北京市,北京市,110000,190,3,24,51,1.257,28,143,52,2014/1/1
北京市,北京市,110000,139,2,26,70,1.43,7,106,46,2014/1/2
北京市,北京市,110000,223,4,75,96,3.513,33,173,119,2014/1/3
北京市,北京市,110000,129,2,29,52,1.404,5,98,47,2014/1/4
北京市,北京市,110000,199,3,42,77,2.85,16,149,122,2014/1/5
北京市,北京市,110000,114,2,38,70,2.262,4,84,86,2014/1/6
北京市,北京市,110000,186,3,47,68,2.411,21,89,140,2014/1/7
北京市,北京市,110000,132,2,35,60,1.937,44,61,100,2014/1/8
北京市,北京市,110000,50,0,14,24,0.53,35,17,16,2014/1/9
北京市,北京市,110000,57,1,19,34,0.782,10,40,28,2014/1/10
北京市,北京市,110000,104,2,50,68,1.721,8,78,63,2014/1/11
北京市,北京市,110000,165,3,79,96,2.789,38,101,125,2014/1/12
北京市,北京市,110000,57,1,27,40,0.716,9,33,25,2014/1/13
北京市,北京市,110000,120,2,68,81,2.267,13,89,91,2014/1/14
北京市,北京市,110000,113,2,65,77,2.277,11,79,85,2014/1/15
北京市,北京市,110000,172,3,67,85,2.594,10,130,117,2014/1/16
北京市,北京市,110000,408,5,109,126,4.788,13,341,362,2014/1/17
北京市,北京市,110000,207,4,69,76,2.425,23,101,157,2014/1/18
北京市,北京市,110000,115,2,41,61,1.524,18,52,87,2014/1/19
北京市,北京市,110000,213,4,73,68,2.547,57,163,119,2014/1/20
北京市,北京市,110000,49,0,7,15,0.319,34,32,8,2014/1/21
北京市,北京市,110000,64,1,36,46,1.038,9,45,41,2014/1/22
北京市,北京市,110000,162,3,74,84,2.298,5,123,119,2014/1/23
北京市,北京市,110000,280,4,118,112,4.043,12,230,224,2014/1/24
北京市,北京市,110000,201,4,82,86,2.884,38,127,151,2014/1/25
北京市,北京市,110000,52,1,24,36,0.906,29,29,21,2014/1/26
北京市,北京市,110000,104,2,46,43,0.992,24,78,52,2014/1/27
北京市,北京市,110000,137,2,59,56,1.844,43,104,91,2014/1/28
北京市,北京市,110000,100,1,30,38,0.942,9,75,41,2014/1/29
北京市,北京市,110000,178,3,71,71,2.341,42,134,122,2014/1/30
北京市,北京市,110000,107,2,39,43,1.204,21,80,70,2014/1/31
北京市,北京市,110000,228,4,65,44,1.459,8,178,142,2014/2/1
北京市,北京市,110000,178,3,53,54,1.991,43,70,134,2014/2/2
北京市,北京市,110000,95,1,20,28,1.209,70,71,68,2014/2/3
北京市,北京市,110000,78,1,6,8,0.325,57,31,6,2014/2/4
北京市,北京市,110000,54,1,20,21,0.638,26,38,27,2014/2/5
北京市,北京市,110000,120,2,55,46,1.593,22,91,88,2014/2/6
北京市,北京市,110000,159,3,69,59,2.069,15,55,121,2014/2/7
北京市,北京市,110000,124,2,35,48,1.456,36,11,94,2014/2/8
北京市,北京市,110000,90,1,24,33,1.197,55,6,67,2014/2/9
北京市,北京市,110000,59,1,16,17,0.457,42,11,9,2014/2/10
北京市,北京市,110000,50,0,24,35,0.706,19,15,24,2014/2/11
北京市,北京市,110000,137,2,59,71,2.027,21,38,104,2014/2/12
北京市,北京市,110000,150,2,51,69,1.989,17,40,115,2014/2/13
北京市,北京市,110000,239,4,73,74,2.781,14,51,189,2014/2/14
北京市,北京市,110000,318,5,75,87,3.016,14,118,268,2014/2/15
北京市,北京市,110000,430,5,100,98,3.677,27,105,395,2014/2/16
北京市,北京市,110000,362,5,81,82,3.135,29,46,312,2014/2/17
北京市,北京市,110000,127,2,54,52,1.609,27,25,96,2014/2/18
北京市,北京市,110000,94,1,32,47,0.948,31,35,70,2014/2/19
北京市,北京市,110000,89,1,30,48,1.024,11,40,66,2014/2/20
北京市,北京市,110000,244,4,41,63,1.931,20,164,194,2014/2/21
北京市,北京市,110000,316,5,80,98,2.711,12,174,266,2014/2/22
北京市,北京市,110000,307,5,104,94,3.304,9,221,257,2014/2/23
北京市,北京市,110000,253,4,130,83,3.477,11,169,203,2014/2/24
北京市,北京市,110000,350,5,132,118,4.736,9,300,267,2014/2/25
北京市,北京市,110000,403,5,79,116,5.058,14,267,354,2014/2/26
北京市,北京市,110000,353,5,80,108,3.636,55,106,303,2014/2/27
北京市,北京市,110000,39,0,13,27,0.486,16,6,17,2014/2/28
北京市,北京市,110000,108,2,34,72,1.437,51,66,81,2014/3/1
北京市,北京市,110000,70,1,24,51,0.767,18,51,43,2014/3/2
北京市,北京市,110000,217,4,62,89,2.481,6,167,138,2014/3/3
北京市,北京市,110000,285,4,100,99,4.119,45,235,217,2014/3/4
北京市,北京市,110000,84,1,29,41,1.214,49,62,60,2014/3/5
北京市,北京市,110000,77,1,17,37,0.8,56,33,21,2014/3/6
北京市,北京市,110000,46,0,15,31,0.588,32,27,17,2014/3/7
北京市,北京市,110000,95,1,27,54,1.008,20,71,49,2014/3/8
北京市,北京市,110000,207,4,71,93,2.326,39,157,135,2014/3/9
北京市,北京市,110000,143,2,47,70,1.627,23,109,96,2014/3/10
北京市,北京市,110000,127,2,52,74,1.694,37,96,77,2014/3/11
北京市,北京市,110000,222,4,72,80,2.24,64,172,153,2014/3/12
北京市,北京市,110000,74,1,10,27,0.42,54,20,11,2014/3/13
北京市,北京市,110000,102,2,15,39,0.64,64,76,21,2014/3/14
北京市,北京市,110000,107,2,14,33,0.516,29,80,21,2014/3/15
北京市,北京市,110000,227,4,45,93,1.511,52,177,96,2014/3/16
北京市,北京市,110000,248,4,79,72,2.14,45,198,113,2014/3/17
北京市,北京市,110000,286,4,28,51,1.207,71,236,82,2014/3/18
北京市,北京市,110000,160,3,18,38,0.626,48,122,37,2014/3/19
北京市,北京市,110000,122,2,18,48,0.791,67,92,48,2014/3/20
北京市,北京市,110000,73,1,6,25,0.396,53,28,11,2014/3/21
北京市,北京市,110000,85,1,11,47,0.62,50,63,26,2014/3/22
北京市,北京市,110000,145,2,17,56,0.872,77,111,49,2014/3/23
北京市,北京市,110000,231,4,45,71,1.574,59,181,136,2014/3/24
北京市,北京市,110000,295,4,54,101,1.982,78,245,220,2014/3/25
北京市,北京市,110000,272,4,42,101,1.725,65,222,205,2014/3/26
北京市,北京市,110000,346,5,45,115,2.027,15,296,273,2014/3/27
北京市,北京市,110000,301,5,34,111,2.38,38,251,247,2014/3/28
北京市,北京市,110000,201,4,26,69,1.727,61,151,130,2014/3/29
北京市,北京市,110000,94,1,8,40,0.613,47,70,42,2014/3/30
北京市,北京市,110000,104,2,9,61,0.56,45,78,33,2014/3/31
北京市,北京市,110000,225,4,37,83,1.822,79,175,139,2014/4/1
北京市,北京市,110000,143,2,18,63,0.961,75,79,109,2014/4/2
北京市,北京市,110000,199,3,22,61,1.014,59,149,102,2014/4/3
北京市,北京市,110000,99,1,6,38,0.468,57,74,24,2014/4/4
北京市,北京市,110000,176,3,9,41,0.576,75,133,32,2014/4/5
北京市,北京市,110000,110,2,7,32,0.411,54,83,24,2014/4/6
北京市,北京市,110000,189,3,13,58,0.666,80,142,53,2014/4/7
北京市,北京市,110000,223,4,21,64,0.813,89,173,98,2014/4/8
北京市,北京市,110000,285,4,38,86,1.501,78,235,173,2014/4/9
北京市,北京市,110000,284,4,19,52,0.922,48,234,121,2014/4/10
北京市,北京市,110000,424,5,27,51,1.29,54,386,86,2014/4/11
北京市,北京市,110000,145,2,18,62,0.973,61,111,61,2014/4/12
北京市,北京市,110000,180,3,26,77,1.508,96,136,103,2014/4/13
北京市,北京市,110000,225,4,25,79,1.31,95,175,157,2014/4/14
北京市,北京市,110000,281,4,34,82,1.895,49,231,226,2014/4/15
北京市,北京市,110000,173,3,17,61,0.945,39,131,84,2014/4/16
北京市,北京市,110000,149,2,12,70,0.775,49,114,52,2014/4/17
北京市,北京市,110000,137,2,20,73,1.418,50,104,92,2014/4/18
北京市,北京市,110000,183,3,18,66,1.552,50,84,138,2014/4/19
北京市,北京市,110000,108,2,16,65,0.783,52,81,62,2014/4/20
北京市,北京市,110000,92,1,8,57,0.666,57,68,63,2014/4/21
北京市,北京市,110000,103,2,8,60,0.618,77,74,52,2014/4/22
北京市,北京市,110000,129,2,10,57,0.613,91,98,60,2014/4/23
北京市,北京市,110000,179,3,22,43,0.917,93,135,116,2014/4/24
北京市,北京市,110000,172,3,20,48,0.923,76,130,115,2014/4/25
北京市,北京市,110000,226,4,21,72,1.04,60,176,130,2014/4/26
北京市,北京市,110000,89,1,5,30,0.36,60,66,43,2014/4/27
北京市,北京市,110000,120,2,7,49,0.658,80,91,50,2014/4/28
北京市,北京市,110000,122,2,9,51,0.704,87,92,59,2014/4/29
北京市,北京市,110000,192,3,19,68,0.936,93,144,93,2014/4/30
北京市,北京市,110000,202,4,20,68,0.973,96,152,103,2014/5/1
北京市,北京市,110000,153,3,19,40,0.814,196,169,117,2014/5/2
北京市,北京市,110000,103,2,3,23,0.297,163,40,23,2014/5/3
北京市,北京市,110000,88,1,7,45,0.441,96,125,38,2014/5/4
北京市,北京市,110000,53,1,4,18,0.346,95,55,26,2014/5/5
北京市,北京市,110000,50,0,4,39,0.451,99,50,23,2014/5/6
北京市,北京市,110000,87,1,25,57,0.845,118,111,64,2014/5/7
北京市,北京市,110000,82,1,12,43,0.864,117,92,60,2014/5/8
北京市,北京市,110000,102,2,17,48,1.053,156,107,76,2014/5/9
北京市,北京市,110000,97,1,33,53,1.313,156,104,60,2014/5/10
北京市,北京市,110000,70,1,29,52,1.207,113,88,51,2014/5/11
北京市,北京市,110000,56,1,4,31,0.882,107,11,25,2014/5/12
北京市,北京市,110000,75,1,7,43,0.649,130,55,32,2014/5/13
北京市,北京市,110000,78,1,9,49,0.573,133,105,44,2014/5/14
北京市,北京市,110000,60,1,7,26,0.284,112,61,17,2014/5/15
北京市,北京市,110000,110,2,7,60,0.543,108,169,54,2014/5/16
北京市,北京市,110000,89,1,9,51,0.586,133,127,47,2014/5/17
北京市,北京市,110000,124,2,26,62,1.026,186,120,57,2014/5/18
北京市,北京市,110000,171,3,23,50,0.915,236,142,77,2014/5/19
北京市,北京市,110000,171,3,14,41,0.963,236,136,103,2014/5/20
北京市,北京市,110000,146,2,9,44,0.938,210,112,82,2014/5/21
北京市,北京市,110000,170,3,24,50,1.481,235,171,108,2014/5/22
北京市,北京市,110000,170,3,31,56,1.348,235,177,121,2014/5/23
北京市,北京市,110000,146,2,17,47,0.762,210,144,74,2014/5/24
北京市,北京市,110000,140,2,6,42,0.989,204,44,74,2014/5/25
北京市,北京市,110000,82,1,2,26,0.635,128,77,60,2014/5/26
北京市,北京市,110000,77,1,5,53,0.461,132,74,23,2014/5/27
北京市,北京市,110000,81,1,3,34,0.329,132,112,28,2014/5/28
北京市,北京市,110000,100,1,6,40,0.49,160,61,23,2014/5/29
北京市,北京市,110000,110,2,8,49,0.612,171,80,34,2014/5/30
北京市,北京市,110000,178,3,23,40,1.185,243,104,63,2014/5/31
北京市,北京市,110000,168,3,25,29,1.394,233,121,74,2014/6/1
北京市,北京市,110000,117,2,2,15,0.456,178,24,31,2014/6/2
北京市,北京市,110000,92,1,1,16,0.32,150,22,19,2014/6/3
北京市,北京市,110000,99,1,10,25,0.4,158,33,22,2014/6/4
北京市,北京市,110000,125,2,8,39,0.725,187,67,44,2014/6/5
北京市,北京市,110000,157,3,10,45,0.807,222,81,57,2014/6/6
北京市,北京市,110000,157,3,11,42,0.971,222,73,53,2014/6/7
北京市,北京市,110000,85,1,3,25,0.32,141,14,9,2014/6/8
北京市,北京市,110000,72,1,9,57,0.782,120,52,30,2014/6/9
北京市,北京市,110000,88,1,6,41,0.559,145,36,26,2014/6/10
北京市,北京市,110000,92,1,7,44,1.206,146,45,68,2014/6/11
北京市,北京市,110000,74,1,3,32,0.708,128,19,39,2014/6/12
北京市,北京市,110000,90,1,5,39,0.487,147,43,24,2014/6/13
北京市,北京市,110000,116,2,8,42,0.839,177,66,47,2014/6/14
北京市,北京市,110000,164,3,4,38,0.619,229,49,36,2014/6/15
北京市,北京市,110000,179,3,15,50,1.155,244,109,99,2014/6/16
北京市,北京市,110000,178,3,4,41,0.997,243,86,121,2014/6/17
北京市,北京市,110000,138,2,4,34,0.878,201,39,80,2014/6/18
北京市,北京市,110000,116,2,4,39,0.763,177,43,64,2014/6/19
北京市,北京市,110000,120,2,4,31,0.801,182,48,85,2014/6/20
北京市,北京市,110000,101,2,2,24,0.686,161,20,37,2014/6/21
北京市,北京市,110000,98,1,5,34,0.939,157,25,63,2014/6/22
北京市,北京市,110000,97,1,2,33,0.575,156,26,30,2014/6/23
北京市,北京市,110000,115,2,2,41,0.474,176,36,25,2014/6/24
北京市,北京市,110000,161,3,5,48,0.655,226,67,44,2014/6/25
北京市,北京市,110000,161,3,10,45,1.117,226,59,92,2014/6/26
北京市,北京市,110000,162,3,4,33,1.025,213,22,123,2014/6/27
北京市,北京市,110000,149,2,3,33,0.401,213,22,18,2014/6/28
北京市,北京市,110000,77,1,5,36,0.364,132,30,17,2014/6/29
北京市,北京市,110000,161,3,8,41,0.757,226,50,31,2014/6/30
北京市,北京市,110000,190,3,12,40,0.863,255,65,53,2014/7/1
北京市,北京市,110000,191,3,10,29,0.569,256,64,51,2014/7/2
北京市,北京市,110000,172,3,3,27,0.83,237,15,51,2014/7/3
北京市,北京市,110000,226,4,5,38,1.204,167,19,176,2014/7/4
北京市,北京市,110000,215,4,4,36,1.109,206,23,165,2014/7/5
北京市,北京市,110000,147,2,4,35,0.991,211,27,100,2014/7/6
北京市,北京市,110000,188,3,6,25,0.946,205,20,141,2014/7/7
北京市,北京市,110000,206,4,9,39,1.093,205,76,156,2014/7/8
北京市,北京市,110000,134,2,8,34,0.72,197,41,89,2014/7/9
北京市,北京市,110000,80,1,6,53,0.521,135,46,25,2014/7/10
北京市,北京市,110000,114,2,8,42,0.487,175,58,26,2014/7/11
北京市,北京市,110000,114,2,5,39,0.436,175,52,28,2014/7/12
北京市,北京市,110000,83,1,3,33,0.313,139,28,13,2014/7/13
北京市,北京市,110000,80,1,3,42,0.405,136,39,17,2014/7/14
北京市,北京市,110000,156,3,5,46,0.526,221,50,27,2014/7/15
北京市,北京市,110000,159,3,6,26,0.522,224,90,42,2014/7/16
北京市,北京市,110000,144,2,3,31,0.541,208,32,58,2014/7/17
北京市,北京市,110000,175,3,5,43,1.687,172,36,132,2014/7/18
北京市,北京市,110000,185,3,7,39,1.541,207,42,139,2014/7/19
北京市,北京市,110000,143,2,3,34,0.739,207,63,80,2014/7/20
北京市,北京市,110000,119,2,4,26,0.722,180,58,66,2014/7/21
北京市,北京市,110000,119,2,5,25,0.481,180,28,26,2014/7/22
北京市,北京市,110000,68,1,7,39,0.452,121,27,11,2014/7/23
北京市,北京市,110000,78,1,6,62,0.718,88,59,27,2014/7/24
北京市,北京市,110000,89,1,7,71,1.001,111,86,62,2014/7/25
北京市,北京市,110000,134,2,8,45,1.249,197,51,64,2014/7/26
北京市,北京市,110000,188,3,10,41,1.143,253,107,85,2014/7/27
北京市,北京市,110000,194,3,18,35,0.93,259,116,94,2014/7/28
北京市,北京市,110000,194,3,8,31,0.844,259,96,101,2014/7/29
北京市,北京市,110000,152,3,5,27,0.785,217,93,114,2014/7/30
北京市,北京市,110000,160,3,3,30,1.381,190,41,122,2014/7/31
北京市,北京市,110000,245,4,4,37,1.619,209,22,195,2014/8/1
北京市,北京市,110000,198,3,4,36,1.33,207,32,148,2014/8/2
北京市,北京市,110000,162,3,4,41,1.071,217,62,123,2014/8/3
北京市,北京市,110000,152,3,3,40,0.978,217,55,108,2014/8/4
北京市,北京市,110000,128,2,3,36,0.591,190,19,32,2014/8/5
北京市,北京市,110000,80,1,5,33,0.571,136,34,25,2014/8/6
北京市,北京市,110000,80,1,3,43,0.585,136,46,32,2014/8/7
北京市,北京市,110000,162,3,11,47,1.158,227,69,64,2014/8/8
北京市,北京市,110000,162,3,9,47,1.064,227,80,63,2014/8/9
北京市,北京市,110000,146,2,10,43,1.087,210,83,82,2014/8/10
北京市,北京市,110000,143,2,3,35,0.608,207,29,34,2014/8/11
北京市,北京市,110000,125,2,3,41,0.487,187,33,25,2014/8/12
北京市,北京市,110000,119,2,6,46,0.656,180,44,24,2014/8/13
北京市,北京市,110000,119,2,2,35,0.615,180,18,24,2014/8/14
北京市,北京市,110000,104,2,4,41,0.641,164,28,27,2014/8/15
北京市,北京市,110000,111,2,5,52,0.644,172,53,36,2014/8/16
北京市,北京市,110000,159,3,7,52,0.888,224,73,57,2014/8/17
北京市,北京市,110000,159,3,5,34,0.783,224,63,52,2014/8/18
北京市,北京市,110000,136,2,6,39,0.833,199,70,57,2014/8/19
北京市,北京市,110000,150,2,7,43,0.994,215,108,87,2014/8/20
北京市,北京市,110000,164,3,15,42,1.081,229,139,104,2014/8/21
北京市,北京市,110000,174,3,9,50,1.109,239,152,122,2014/8/22
北京市,北京市,110000,169,3,4,60,0.811,234,76,53,2014/8/23
北京市,北京市,110000,155,3,5,58,1.128,220,106,111,2014/8/24
北京市,北京市,110000,155,3,5,29,0.461,220,29,18,2014/8/25
北京市,北京市,110000,75,1,4,38,0.457,130,35,17,2014/8/26
北京市,北京市,110000,78,1,5,56,0.517,133,61,23,2014/8/27
北京市,北京市,110000,136,2,8,62,0.72,199,109,49,2014/8/28
北京市,北京市,110000,136,2,7,54,0.884,199,97,74,2014/8/29
北京市,北京市,110000,100,1,4,34,0.924,159,43,69,2014/8/30
北京市,北京市,110000,170,3,5,60,1.531,159,73,129,2014/8/31
北京市,北京市,110000,90,1,3,32,0.999,138,19,67,2014/9/1
北京市,北京市,110000,119,2,3,45,1.546,137,25,90,2014/9/2
北京市,北京市,110000,50,0,2,33,0.868,100,5,19,2014/9/3
北京市,北京市,110000,57,1,5,39,0.564,108,32,14,2014/9/4
北京市,北京市,110000,100,1,6,64,0.846,160,86,39,2014/9/5
北京市,北京市,110000,140,2,10,54,1.055,203,132,89,2014/9/6
北京市,北京市,110000,186,3,12,41,1.414,205,101,140,2014/9/7
北京市,北京市,110000,203,4,11,47,1.282,185,122,153,2014/9/8
北京市,北京市,110000,107,2,4,25,0.355,167,29,14,2014/9/9
北京市,北京市,110000,109,2,6,50,0.653,169,80,36,2014/9/10
北京市,北京市,110000,114,2,12,60,1.11,175,105,65,2014/9/11
北京市,北京市,110000,111,2,18,66,1.451,172,110,83,2014/9/12
北京市,北京市,110000,97,1,5,54,0.957,110,32,72,2014/9/13
北京市,北京市,110000,94,1,8,49,0.802,152,75,67,2014/9/14
北京市,北京市,110000,94,1,4,44,0.531,152,66,42,2014/9/15
北京市,北京市,110000,56,1,5,36,0.388,107,43,18,2014/9/16
北京市,北京市,110000,85,1,5,68,0.594,84,89,37,2014/9/17
北京市,北京市,110000,79,1,4,63,0.704,57,84,48,2014/9/18
北京市,北京市,110000,82,1,4,58,0.644,133,68,60,2014/9/19
北京市,北京市,110000,113,2,7,61,0.866,133,89,85,2014/9/20
北京市,北京市,110000,165,3,5,49,1.183,139,51,125,2014/9/21
北京市,北京市,110000,133,2,16,44,1.738,147,81,101,2014/9/22
北京市,北京市,110000,115,2,11,54,1.868,104,75,87,2014/9/23
北京市,北京市,110000,55,1,2,31,0.801,72,4,39,2014/9/24
北京市,北京市,110000,48,0,2,38,0.67,72,27,32,2014/9/25
北京市,北京市,110000,140,2,4,55,1.311,72,68,107,2014/9/26
北京市,北京市,110000,165,3,10,63,1.566,57,28,125,2014/9/27
北京市,北京市,110000,57,1,3,45,0.605,74,31,32,2014/9/28
北京市,北京市,110000,84,1,9,67,1.219,74,104,54,2014/9/29
北京市,北京市,110000,70,1,4,37,0.859,66,61,51,2014/9/30
北京市,北京市,110000,44,0,7,33,0.506,64,44,20,2014/10/1
北京市,北京市,110000,87,1,5,56,0.914,44,63,64,2014/10/2
北京市,北京市,110000,72,1,4,45,0.887,40,32,52,2014/10/3
北京市,北京市,110000,94,1,4,44,1.269,40,69,70,2014/10/4
北京市,北京市,110000,78,1,2,30,0.826,45,23,57,2014/10/5
北京市,北京市,110000,37,0,1,18,0.372,73,11,16,2014/10/6
北京市,北京市,110000,42,0,1,17,0.163,84,16,9,2014/10/7
北京市,北京市,110000,132,2,10,64,0.928,90,121,100,2014/10/8
北京市,北京市,110000,307,5,10,109,2.156,82,190,257,2014/10/9
北京市,北京市,110000,365,5,6,96,2.26,73,151,315,2014/10/10
北京市,北京市,110000,335,5,13,85,2.235,110,90,285,2014/10/11
北京市,北京市,110000,241,4,7,59,1.657,106,30,191,2014/10/12
北京市,北京市,110000,31,0,3,22,0.228,61,5,7,2014/10/13
北京市,北京市,110000,45,0,5,36,0.322,56,28,14,2014/10/14
北京市,北京市,110000,80,1,8,64,0.698,61,88,43,2014/10/15
北京市,北京市,110000,75,1,5,46,0.595,67,99,44,2014/10/16
北京市,北京市,110000,73,1,8,57,0.643,74,95,34,2014/10/17
北京市,北京市,110000,117,2,11,101,1.151,73,167,88,2014/10/18
北京市,北京市,110000,206,4,19,119,2.082,115,234,156,2014/10/19
北京市,北京市,110000,276,4,13,117,2.369,115,298,226,2014/10/20
北京市,北京市,110000,228,4,4,66,1.335,69,123,178,2014/10/21
北京市,北京市,110000,64,1,17,51,1.058,54,76,33,2014/10/22
北京市,北京市,110000,95,1,12,76,1.287,34,135,67,2014/10/23
北京市,北京市,110000,158,3,13,87,1.598,20,176,120,2014/10/24
北京市,北京市,110000,253,4,11,87,2.005,61,231,203,2014/10/25
北京市,北京市,110000,331,5,7,84,2.226,70,198,281,2014/10/26
北京市,北京市,110000,84,1,3,39,0.634,70,37,62,2014/10/27
北京市,北京市,110000,60,1,10,48,0.606,62,54,25,2014/10/28
北京市,北京市,110000,80,1,11,64,0.881,45,105,58,2014/10/29
北京市,北京市,110000,133,2,12,81,1.16,42,153,101,2014/10/30
北京市,北京市,110000,202,4,16,92,1.519,38,173,152,2014/10/31
北京市,北京市,110000,199,3,9,80,1.877,23,104,149,2014/11/1
北京市,北京市,110000,83,1,6,53,1.121,49,47,61,2014/11/2
北京市,北京市,110000,32,0,5,25,0.338,59,24,8,2014/11/3
北京市,北京市,110000,52,1,5,41,0.687,72,45,21,2014/11/4
北京市,北京市,110000,113,2,15,62,1.231,71,121,85,2014/11/5
北京市,北京市,110000,104,2,7,54,1.254,59,81,78,2014/11/6
北京市,北京市,110000,33,0,3,20,0.314,65,18,9,2014/11/7
北京市,北京市,110000,62,1,14,49,1.184,64,65,42,2014/11/8
北京市,北京市,110000,90,1,8,58,1.49,54,77,67,2014/11/9
北京市,北京市,110000,82,1,6,61,1.153,57,50,60,2014/11/10
北京市,北京市,110000,93,1,8,71,1.354,56,71,69,2014/11/11
北京市,北京市,110000,55,1,4,33,0.702,52,60,36,2014/11/12
北京市,北京市,110000,42,0,3,12,0.229,68,42,6,2014/11/13
北京市,北京市,110000,64,1,8,51,0.778,68,46,23,2014/11/14
北京市,北京市,110000,75,1,16,60,1.073,58,60,35,2014/11/15
北京市,北京市,110000,117,2,31,82,1.999,37,132,88,2014/11/16
北京市,北京市,110000,100,1,16,55,1.575,52,96,75,2014/11/17
北京市,北京市,110000,60,1,14,48,0.752,54,38,23,2014/11/18
北京市,北京市,110000,88,1,26,70,1.743,53,85,53,2014/11/19
北京市,北京市,110000,260,4,43,119,3.27,18,277,210,2014/11/20
北京市,北京市,110000,305,5,26,122,3.341,9,311,255,2014/11/21
北京市,北京市,110000,233,4,20,112,2.829,25,214,183,2014/11/22
北京市,北京市,110000,72,1,15,57,0.824,37,49,31,2014/11/23
北京市,北京市,110000,153,3,23,93,2.42,37,164,117,2014/11/24
北京市,北京市,110000,103,2,16,75,1.79,34,93,77,2014/11/25
北京市,北京市,110000,182,3,29,94,2.525,34,180,137,2014/11/26
北京市,北京市,110000,278,4,37,121,3.603,16,285,228,2014/11/27
北京市,北京市,110000,100,1,12,61,1.249,41,101,75,2014/11/28
北京市,北京市,110000,103,2,22,72,1.62,42,144,77,2014/11/29
北京市,北京市,110000,268,4,20,93,3.492,28,303,218,2014/11/30
北京市,北京市,110000,138,2,10,42,1.341,55,225,89,2014/12/1
北京市,北京市,110000,51,1,6,20,0.401,59,52,10,2014/12/2
北京市,北京市,110000,47,0,10,37,0.655,56,16,11,2014/12/3
北京市,北京市,110000,57,1,6,16,0.296,58,63,8,2014/12/4
北京市,北京市,110000,31,0,7,18,0.326,61,29,8,2014/12/5
北京市,北京市,110000,52,1,16,41,0.75,61,40,25,2014/12/6
北京市,北京市,110000,87,1,33,69,1.752,54,83,57,2014/12/7
北京市,北京市,110000,65,1,27,48,1.421,51,71,47,2014/12/8
北京市,北京市,110000,74,1,29,59,1.268,51,77,53,2014/12/9
北京市,北京市,110000,262,4,65,107,4.791,37,271,212,2014/12/10
北京市,北京市,110000,172,3,28,62,2.57,59,222,130,2014/12/11
北京市,北京市,110000,42,0,15,33,0.566,60,32,20,2014/12/12
北京市,北京市,110000,39,0,9,23,0.426,56,39,11,2014/12/13
北京市,北京市,110000,63,1,23,49,1.063,52,76,41,2014/12/14
北京市,北京市,110000,99,1,38,69,1.858,39,112,74,2014/12/15
北京市,北京市,110000,85,1,27,45,1.487,59,116,63,2014/12/16
北京市,北京市,110000,30,0,6,14,0.32,59,28,7,2014/12/17
北京市,北京市,110000,84,1,30,58,1.432,57,106,62,2014/12/18
北京市,北京市,110000,139,2,60,71,2.934,16,147,106,2014/12/19
北京市,北京市,110000,38,0,11,25,0.733,52,38,24,2014/12/20
北京市,北京市,110000,27,0,8,21,0.396,52,11,7,2014/12/21
北京市,北京市,110000,34,0,11,27,0.504,41,29,13,2014/12/22
北京市,北京市,110000,84,1,35,66,1.879,42,102,62,2014/12/23
北京市,北京市,110000,84,1,39,65,2.062,24,90,62,2014/12/24
北京市,北京市,110000,37,0,14,29,0.433,49,25,10,2014/12/25
北京市,北京市,110000,59,1,18,47,0.878,50,35,23,2014/12/26
北京市,北京市,110000,124,2,50,76,2.5,45,125,94,2014/12/27
北京市,北京市,110000,193,3,56,97,3.285,9,173,145,2014/12/28
北京市,北京市,110000,120,2,42,77,2.289,37,146,91,2014/12/29
北京市,北京市,110000,108,2,37,75,2.468,37,145,81,2014/12/30
北京市,北京市,110000,54,1,18,43,0.862,36,45,20,2014/12/31
北京市,北京市,110000,47,0,7,10,0.261,52,47,6,2015/1/1
北京市,北京市,110000,75,1,31,60,1.316,38,80,51,2015/1/2
北京市,北京市,110000,90,1,31,62,1.315,50,76,48,2015/1/3
北京市,北京市,110000,226,4,69,104,3.307,38,187,142,2015/1/4
北京市,北京市,110000,55,1,76,121,3.749,24,209,168,2015/1/5
北京市,北京市,110000,178,3,58,72,2.888,67,153,105,2015/1/6
北京市,北京市,110000,97,1,23,41,0.805,67,47,35,2015/1/7
北京市,北京市,110000,46,0,39,66,1.779,64,74,62,2015/1/8
北京市,北京市,110000,165,3,49,92,2.989,28,145,125,2015/1/9
北京市,北京市,110000,104,2,34,66,1.642,55,73,78,2015/1/10
北京市,北京市,110000,207,4,58,101,2.979,55,129,157,2015/1/11
北京市,北京市,110000,59,1,18,47,0.866,48,50,37,2015/1/12
北京市,北京市,110000,148,2,44,73,2.148,47,90,113,2015/1/13
北京市,北京市,110000,208,4,56,94,2.888,30,112,158,2015/1/14
北京市,北京市,110000,262,4,55,101,3.085,14,97,212,2015/1/15
北京市,北京市,110000,375,5,34,112,4.724,7,130,325,2015/1/16
北京市,北京市,110000,147,2,10,43,1.658,63,65,112,2015/1/17
北京市,北京市,110000,83,1,30,58,1.205,63,48,61,2015/1/18
北京市,北京市,110000,105,2,36,60,1.711,69,94,79,2015/1/19
